Home_Page,Movie_Name,Genres,Overview,Cast,Original_Language,Storyline,Production_Company,Release_Date,Tagline,Vote_Average,Vote_Count,Budget_USD,Revenue_$,Run_Time_Minutes,Release_Country,parsed_genres,parsed_original_language,combined_text,embedding
https://www.imdb.com/title/tt5040012/,Nosferatu,"['Fantasy', 'Horror', 'Mystery']","A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.","['Lily-Rose Depp', 'Nicholas Hoult', 'Bill Skarsgård', 'Aaron Taylor-Johnson', 'Willem Dafoe', 'Emma Corrin', 'Ralph Ineson', 'Simon McBurney', 'Adéla Hesová', 'Milena Konstantinova', 'Stacy Thunes', 'Gregory Gudgeon', 'Robert Russell', 'Curtis Matthew', 'Claudiu Trandafir', 'Georgina Bereghianu', 'Jordan Haj', 'Katerina Bila']","['English', 'German', 'Romanian', 'Russian']","A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.","['Focus Features', 'Maiden Voyage Pictures', 'Studio 8']",2024-12-25,Succumb to the darkness.,7.3,151K,$50.0M,$176.0M,132,United States,"[""['Fantasy'"", "" 'Horror'"", "" 'Mystery']""]","[""['English'"", "" 'German'"", "" 'Romanian'"", "" 'Russian']""]","Nosferatu ['Fantasy', 'Horror', 'Mystery'] A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.","[-0.14796515  0.20689662 -0.05709203  0.44540614 -0.6388227  -0.49249375
  0.1512588  -0.13688377  0.40909758 -0.39797044  0.04733187 -0.17986795
  0.04839594 -0.15185463 -0.1214441   0.04510959  0.19300415  0.28072375
  0.16466698  0.20604466  0.25734398  0.2810007  -0.04459089 -0.2896419
  0.513657   -0.4337831  -0.02851544 -0.13750005 -0.31795713  0.07181003
  0.24836671 -0.1693315  -0.38549075  0.1414228   0.14018562  0.2647937
 -0.38061562  0.34781805  0.08686846 -0.15380111 -0.19210579  0.59160024
 -0.02606729  0.22809532 -0.24733485 -0.4849279  -0.11799317  0.01990948
  0.15515114 -0.48615116 -0.3688718  -0.27284047 -0.6520416   0.07938179
  0.19544944 -0.31425312  0.12145279 -0.05792935  0.01327258 -0.23294
  0.19753605 -0.01145532  0.38001487 -0.1865761   0.19539785 -0.06351911
 -0.00559351 -0.03053729  0.31251842  0.3083356  -0.19781266 -0.030794
  0.10113273  0.24366781 -0.11818184  0.057941    0.09156448 -0.37563133
  0.47438067  0.13182917  0.24173827  0.1940321   0.10428447  0.09475902
  0.12085702  0.12737069 -0.02845714  0.05478552  0.1391894   0.17452848
 -0.06408711 -0.27165264 -0.08453474  0.19791543  0.13864316 -0.3220559
 -0.18011205  0.01726956 -0.2994342  -0.15801318  0.1607332   0.01093836
 -0.2947911   0.4114737   0.0485645   0.01774648  0.12049439 -0.28760397
  0.03249253 -0.09312531 -0.04471456  0.18916512  0.01843636 -0.08714425
  0.11702208 -0.03515497  0.18049732  0.23402478 -0.13673058  0.6043655
  0.28749827  0.09061097  0.04421284  0.27775818  0.1500093   0.24387524
  0.0366757   0.11219918  0.18228355 -0.16494109 -0.2773227   0.18548891
  0.37801054  0.16900463 -0.10991722 -0.05834137 -0.05579377  0.18176354
 -0.2742349  -0.5419101  -0.6570098  -0.02750485 -0.13886148 -0.19219741
  0.13762046 -0.11105666 -0.00802135 -0.05977904 -0.00846112  0.4336076
  0.31060958 -0.33023992 -0.4481472  -0.0380356  -0.0334358  -0.15923862
 -0.16125092  0.2180368  -0.10981326 -0.08314915  0.3448921   0.16990928
  0.3535933   0.20481953  0.4565193  -0.39046115 -0.21058294  0.06941266
 -0.25332898  0.01472977 -0.14415263  0.16479382  0.2591061   0.10699254
  0.17571522  0.2721766  -0.45374808  0.1614014  -0.08955454  0.08838707
 -0.3041633   0.17427853 -0.13020058  0.25078538 -0.09257121 -0.14920892
  0.52475584 -0.06642107 -0.06068951 -0.26428103  0.21607654 -0.20378377
  0.05380621 -0.06685027  0.21752787 -0.06698921  0.11168327  0.21358232
 -0.32077622  0.1824761  -0.4756212  -0.06822493 -0.12989716 -0.01220983
  0.09388563 -0.07944681  0.03918428  0.12325342  0.12623331 -0.11055607
 -0.08966213 -0.09919954 -0.12447026  0.26281756  0.04905437 -0.41463542
  0.02155352  0.17639701  0.2382765   0.3020581   0.23631483 -0.762177
 -0.15375115 -0.30432752  0.22207148 -0.31621242  0.08757213  0.11301274
 -0.15182626 -0.4140934  -0.7260303  -0.04149096 -0.04298708 -0.01525374
 -0.44668713  0.12712315  0.18549669 -0.27211538  0.16689134 -0.4910323
  0.05738112 -0.1230038  -0.02099355 -0.00159114 -0.4147406   0.18431005
 -0.53250945 -0.45758712  0.32364357  0.3656064   0.31969947  0.20461375
 -0.23065343 -0.03390442  0.23967148  0.4175785   0.3727682  -0.33517194
  0.09901422  0.40782508  0.39311802 -0.09862971  0.09071766 -0.3209773
 -0.03809923  0.24572064  0.14942859  0.14621003 -0.21737263  0.19687256
  0.00824093  0.09319168  0.52714413 -0.44603062  0.27890474  0.16968569
  0.14869058 -0.19602983  0.29922026 -0.3090671  -0.18223962 -0.4067851
  0.49263108 -0.09459896 -0.1400706  -0.10263038  0.01592288 -0.31000656
  0.08866154  0.12062841 -0.03648982 -0.09675764 -0.21487285  0.10144097
 -0.27550197 -0.12253129 -0.3888956   0.06610271  0.19761297  0.21749115
 -0.45096073 -0.00090273  0.2805059  -0.04221375 -0.0160316  -0.29659948
  0.0058207  -0.28504348  0.44083074  0.03088951 -0.09657632  0.7073293
 -0.00432977  0.34071046  0.04311498 -0.21401696 -0.32636017 -0.33552924
  0.03919106 -0.05875525  0.0744867  -0.14025769 -0.2461117  -0.41462922
  0.18664269  0.04110546  0.1136421   0.4821931  -0.17219713  0.4601286
 -0.22715141  0.47345498  0.09896585 -0.04083826 -0.23244847  0.3705781
  0.04303441 -0.15739354 -0.11082739 -0.07948842  0.11240005  0.1778394
 -0.2736791  -0.24123552 -0.08992221 -0.09150775  0.00703329  0.0081416
 -0.0150414   0.00261371 -0.03723159  0.50638354 -0.11315735 -0.21252722
 -0.41971165  0.5402375   0.08369912  0.20462619  0.8196945  -0.3967209
  0.05361252  0.09586487  0.24463417  0.30215552 -0.16596207  0.09772769
  0.2450188  -0.33715382 -0.13427748  0.41751978  0.24813357  0.23345827
 -0.18312299  0.14521714 -0.31204626 -0.12135382  0.39713395  0.20663336
 -0.6458065   0.03174784  0.53486675 -0.57425326 -0.04664813 -0.21371746]"
https://www.imdb.com/title/tt20221436/,Emilia Pérez,"['Comedy', 'Crime', 'Drama', 'Musical', 'Thriller']","Emilia Pérez follows three remarkable women in Mexico, each pursuing their own happiness. Cartel leader Emilia enlists unappreciated lawyer Rita to help fake her death so that she can finally live authentically as her true self.","['Zoe Saldaña', 'Karla Sofía Gascón', 'Selena Gomez', 'Adriana Paz', 'Edgar Ramírez', 'Mark Ivanir', 'Eduardo Aladro', 'Emiliano Hasan', 'Gaël Murguia-Fur', 'Tirso Pietriga', 'Xiomara Melissa Ahumada Quito', 'Magali Brito', 'Jarib dit Javier Zagoya Montiel', 'Sébastien Fruit', 'Alejandra Reyes', 'Anabel Lopez', 'Daniel Velasco-Acosta', 'James Gerard']","['Spanish', 'English']","In modern-day Mexico, overqualified and exploited lawyer Rita is wasting her talents working for a large firm which is far better at whitewashing criminal garbage than at serving justice. But an unexpected way out appears, the sort of offer that cannot be refused: to help feared cartel boss Juan ""Little Hands"" Del Monte--aka Manitas--retire from his business and disappear forever. Manitas has a plan he's been fine-tuning in secret for years: to become, at last, the woman he's always dreamed of becoming.","['Why Not Productions', 'Page 114', 'Pathé']",2024-11-13,Not_Found,5.5,71K,$27.3M,$15.0M,132,United States,"[""['Comedy'"", "" 'Crime'"", "" 'Drama'"", "" 'Musical'"", "" 'Thriller']""]","[""['Spanish'"", "" 'English']""]","Emilia Pérez ['Comedy', 'Crime', 'Drama', 'Musical', 'Thriller'] Emilia Pérez follows three remarkable women in Mexico, each pursuing their own happiness. Cartel leader Emilia enlists unappreciated lawyer Rita to help fake her death so that she can finally live authentically as her true self.","[ 4.43333000e-01 -2.10833058e-01 -2.01108366e-01  1.05033191e-02
  3.43907028e-01  2.61524171e-01  3.90530676e-01  1.04882561e-01
 -8.47508013e-02 -4.69682068e-02  3.04962248e-01 -4.62923378e-01
 -1.80760622e-01 -2.01504558e-01 -7.32680559e-02  1.72429323e-01
 -1.23595916e-01 -5.00527397e-02 -1.00297324e-01  4.20235604e-01
 -3.37249488e-02 -1.75355822e-01  6.47553205e-02  4.02856737e-01
 -5.63670173e-02  2.22288042e-01  2.27910653e-01 -7.42551014e-02
 -7.32782483e-02 -1.40772521e-01  1.32220015e-01 -1.37773454e-01
 -3.09922118e-02  1.28500760e-01 -4.84304965e-01 -2.73132231e-02
 -3.81726950e-01 -4.65137362e-01 -3.21999878e-01  8.84399097e-03
 -1.36243924e-01  2.60112435e-01 -2.75976181e-01  2.10579947e-01
 -5.33179305e-02 -1.38294771e-01 -2.71721989e-01  1.46666482e-01
  4.88908626e-02 -2.17665713e-02 -1.47637084e-01 -3.76562327e-01
 -2.27146849e-01  3.03262264e-01 -7.01353997e-02 -2.75648832e-01
 -8.86790641e-03  4.58638668e-01  5.32489836e-01  6.50399625e-01
  1.73688516e-01  3.34251881e-01 -2.15869859e-01 -1.44228831e-01
  3.41359258e-01  2.23549351e-01  1.76181123e-02 -2.93872923e-01
 -3.99784923e-01  1.31516650e-01  3.88558865e-01  6.59433454e-02
  4.10217077e-01  5.45191109e-01 -2.77909227e-02  1.51196286e-01
  1.30056411e-01  4.64239903e-02 -3.87183785e-01 -9.21765566e-02
 -4.03588206e-01  3.00119296e-02 -4.15187627e-01  4.23564902e-03
  2.49381453e-01 -2.13516876e-01 -5.17751992e-01 -3.09051961e-01
  1.34803250e-01  1.33121014e-01 -2.13029273e-02  4.29086536e-01
  1.62213698e-01  2.84424517e-03 -1.03423603e-01  1.63328126e-01
  1.57436654e-01  1.49138361e-01  2.00988233e-01  9.80559215e-02
  1.96353927e-01  2.96035886e-01  6.17016805e-03 -1.10117763e-01
 -2.51832873e-01  5.56451082e-01  2.43146002e-01 -6.82665408e-01
 -5.24905860e-01  4.49216068e-01 -2.50868618e-01 -9.00686979e-02
 -2.55230248e-01 -1.46502897e-01  1.89130411e-01  5.16136169e-01
  2.18803212e-01 -1.39708266e-01  1.36688665e-01 -3.22039664e-01
  3.96436378e-02 -5.46308514e-03  2.36303568e-01 -7.04839453e-02
  3.17851871e-01 -1.33655831e-01 -3.48220319e-01  3.09323650e-02
 -2.40633368e-01 -1.39312062e-03 -2.80688275e-02  4.50187176e-01
 -8.20061134e-04  1.22926168e-01 -6.36371493e-01  1.86540913e-02
 -2.10617006e-01  3.39589007e-02 -4.80384558e-01  1.07340053e-01
 -2.03033984e-01 -5.41496933e-01  8.29812735e-02  2.15606809e-01
 -5.12132645e-02 -3.88830453e-01 -1.38365477e-01  3.56673747e-01
  3.89310807e-01  5.08717112e-02 -2.00545982e-01  3.46856639e-02
  6.44877960e-04  1.54783249e-01  1.00391671e-01 -2.34540179e-01
 -2.24854499e-01  1.81737572e-01 -1.81016847e-01 -2.40632355e-01
  2.10927576e-01 -3.83081287e-01 -4.98804152e-02  3.87778640e-01
  3.71648490e-01  9.08801481e-02 -1.25991583e-01  5.09990811e-01
 -2.66229481e-01  2.15737317e-02  1.70019805e-01 -1.17423020e-01
 -2.63718188e-01  6.69667900e-01  1.95547193e-01 -6.26558959e-02
  2.74172779e-02 -1.50852501e-01 -2.28763938e-01 -5.44508934e-01
  9.94770452e-02 -5.38387299e-02 -1.68280408e-01  5.47556937e-01
 -4.13915604e-01 -2.46973373e-02  7.15974718e-03  1.48980068e-02
  1.50206715e-01  4.15174812e-02 -2.25900710e-01  5.93104184e-01
 -5.85851409e-02  2.42380768e-01  1.59342363e-01  3.25853556e-01
  5.28723300e-01 -3.34057570e-01 -4.47657555e-01 -1.24523051e-01
  1.20461449e-01 -2.93883383e-02 -1.65512726e-01 -2.75974870e-01
  1.10204764e-01 -1.29656866e-01  8.46568048e-02  5.27370647e-02
 -1.79861143e-01  2.36896679e-01  4.16655876e-02  1.82197526e-01
  4.83314663e-01  2.04348102e-01  1.01861104e-01 -2.81544924e-01
 -4.42596138e-01  4.95424926e-01  6.85596690e-02  3.97548139e-01
  6.73004329e-01 -4.03339595e-01 -2.63577133e-01 -1.88053191e-01
  1.15350984e-01 -6.21912718e-01  3.82071771e-02 -2.75339603e-01
  2.05173418e-01 -2.39810571e-02 -5.65068305e-01  2.93247789e-01
 -3.22913945e-01 -2.68371135e-01 -8.66692439e-02 -4.13716167e-01
  5.28127968e-01 -7.12431893e-02 -2.53867745e-01 -1.15896620e-01
  9.50328112e-02 -2.73293871e-02  2.99602211e-01 -7.12766945e-02
 -3.49153548e-01 -1.56410992e-01 -3.34566683e-01  1.99132785e-02
 -3.59141767e-01  2.86246777e-01 -3.27713370e-01  4.82387066e-01
 -1.38096094e-01  3.18379998e-01  5.17999940e-02 -1.44677967e-01
  2.82760207e-02  2.70020925e-02  2.67285287e-01  4.18301709e-02
 -2.92054236e-01  2.08563402e-01  3.21129635e-02  2.55212575e-01
 -5.73792040e-01 -2.53030863e-02 -2.70245492e-01  1.26641050e-01
 -2.30420411e-01  2.88040757e-01  2.90648807e-02  2.39006132e-02
 -1.26244193e-02 -2.65365541e-01  2.33935028e-01 -8.82613435e-02
 -4.89506245e-01 -2.65696226e-03 -8.88963118e-02 -6.23747706e-02
 -6.19815954e-04 -3.54073882e-01  3.50749269e-02  1.40029579e-01
  7.88734704e-02  2.84220457e-01  9.17828307e-02  2.13504378e-02
  5.63928820e-02 -2.30175376e-01 -6.64590821e-02  2.97979444e-01
  2.04967842e-01  9.49462354e-02  4.95956212e-01  2.46943310e-01
 -4.40141827e-01  5.30648530e-01 -3.12460393e-01  2.49700136e-02
 -3.30793470e-01  5.87538257e-02 -3.34840268e-02  1.06999315e-02
  1.75217852e-01  3.53749357e-02 -1.14970207e-01 -9.34658945e-03
  1.19998895e-01  1.10810935e-01  3.21604572e-02 -4.78334039e-01
  1.41139869e-02 -5.82154803e-02 -4.88837697e-02 -1.68746710e-01
  9.93221104e-02 -1.41878441e-01 -9.01977271e-02  1.26132146e-01
  4.30130623e-02  7.46733174e-02 -1.83937654e-01 -1.60361588e-01
 -1.41020387e-01 -1.71676949e-01 -1.45889401e-01 -2.67692089e-01
 -2.93676972e-01 -3.71100530e-02  2.38897294e-01 -1.77485868e-01
  3.95117551e-02  2.00939864e-01  1.22451715e-01 -7.37619400e-03
  1.36486650e-01  4.69781667e-01 -1.88099176e-01 -1.31460456e-02
  2.96634883e-01  1.24533668e-01 -3.51246774e-01 -3.63826931e-01
  2.81991959e-01  7.48019367e-02 -6.71846494e-02  6.61206618e-02
 -2.41686463e-01  8.23499933e-02 -1.57389581e-01 -2.30386131e-03
  3.58517021e-02 -5.43788671e-01 -1.54547930e-01  4.34403479e-01
  7.53516778e-02  1.32634878e-01 -3.06198567e-01 -2.54386872e-01
  7.16988668e-02 -1.14039578e-01  2.89824829e-02  1.66818008e-01
  2.07978815e-01 -2.68635571e-01  3.18523824e-01  8.66490901e-02
  5.45543909e-01 -8.98388475e-02  2.20467463e-01 -6.57610148e-02
  1.95440322e-01  1.35356247e-01  1.53191507e-01 -7.47048259e-02
  1.14309989e-01  4.25280094e-01 -1.05884217e-01  1.99163839e-01
  1.57587349e-01 -2.04280615e-01  2.08065547e-02  3.15080956e-02]"
https://www.imdb.com/title/tt8999762/,The Brutalist,['Drama'],"When a visionary architect and his wife flee post-war Europe in 1947 to rebuild their legacy and witness the birth of modern United States, their lives are changed forever by a mysterious, wealthy client.","['Adrien Brody', 'Felicity Jones', 'Guy Pearce', 'Joe Alwyn', 'Raffey Cassidy', 'Stacy Martin', 'Isaach De Bankolé', 'Alessandro Nivola', 'Ariane Labed', 'Michael Epp', 'Emma Laird', 'Jonathan Hyde', 'Peter Polycarpou', 'Maria Sand', 'Salvatore Sansone', 'Zephan Hanson Amissah', 'Charlie Esoko', 'Levente Orbán']","['English', 'Hungarian', 'Italian', 'Hebrew', 'Yiddish']","When visionary architect László Toth and his wife Erzsébet flee Europe to rebuild their legacy and witness the birth of modern America, their lives are changed forever by a mysterious and wealthy client. The seemingly charming industrialist Harrison Van Buren offers László and his family the American Dream on a silver platter by commissioning him to design a grand modernist monument and help shape the landscape of the country he now calls home. It will be the most ambitious project of his career, one that will take László and Erzsébet to both monumental heights and devastating lows. —Ulf Kjell Gür","['Brookstreet Pictures', 'Kaplan Morrison', 'Intake Films']",2025-01-24,Welcome to America.,7.9,28K,$10.0M,$31.1M,214,Canada,"[""['Drama']""]","[""['English'"", "" 'Hungarian'"", "" 'Italian'"", "" 'Hebrew'"", "" 'Yiddish']""]","The Brutalist ['Drama'] When a visionary architect and his wife flee post-war Europe in 1947 to rebuild their legacy and witness the birth of modern United States, their lives are changed forever by a mysterious, wealthy client.","[-1.35072097e-01  3.00121069e-01 -3.76832664e-01  1.92559138e-01
  8.14912617e-02 -3.75220738e-02 -1.77543148e-01 -5.68876080e-02
  2.24411730e-02 -3.69853936e-02 -4.05903123e-02  3.36334139e-01
  1.56512529e-01 -6.54438511e-02 -2.74905592e-01 -1.46235498e-02
 -2.17967838e-01 -3.59331876e-01 -2.32402995e-01  3.36787820e-01
 -1.15768947e-01  2.18830734e-01  7.64066130e-02  2.26979017e-01
  4.41408008e-01 -7.61531517e-02  2.03573722e-02 -2.48574108e-01
 -1.60194501e-01 -1.95535481e-01  1.37932375e-01 -1.07415967e-01
 -1.39316013e-02  1.52693525e-01  2.34648138e-01  3.61486137e-01
  1.25513852e-01  1.05146825e-01  2.57142723e-01 -1.99680720e-02
 -2.23947525e-01  2.20803633e-01 -1.41084239e-01 -1.48114890e-01
 -8.54876265e-02 -1.06690906e-01  8.27211738e-02  7.44609982e-02
 -2.50881743e-02 -8.97578523e-02 -2.73936123e-01  1.56340227e-01
 -9.71219763e-02 -4.07895386e-01  1.11843264e-02 -1.22005120e-01
  3.27103436e-01  3.03361952e-01 -8.62695575e-02 -1.44453153e-01
  2.75131524e-01  1.18037231e-01 -1.38870161e-02  9.62601304e-02
  1.11912325e-01  2.91251898e-01  2.34103009e-01 -1.11898124e-01
 -2.30362743e-01  5.59908524e-02  1.41658068e-01 -2.61111110e-01
 -7.48048574e-02 -3.11791688e-01  5.30281663e-03 -3.27452093e-01
 -5.92087163e-03 -7.65272155e-02 -2.13178247e-01 -5.39351143e-02
  3.63154203e-01 -1.39237836e-01 -3.38764787e-01  1.16014697e-01
 -2.26836309e-01 -3.70253250e-02 -1.40586384e-02 -3.38180423e-01
  5.70524871e-01  1.14764743e-01  1.74956381e-01 -2.47618422e-01
  4.15478468e-01  2.46316969e-01 -1.07745610e-01  4.10607234e-02
 -3.79636347e-01  1.50728151e-01  2.00818270e-01  3.56134586e-02
  2.99811345e-02 -1.75551519e-01 -1.03378139e-01  8.23225975e-02
  2.03351542e-01 -3.99150290e-02 -9.03656855e-02 -1.75514609e-01
 -2.51934290e-01  1.02271943e-03  9.63987261e-02  4.50990200e-02
  3.03795561e-02 -1.26953140e-01  1.61766827e-01 -6.28629327e-02
 -2.33393118e-01  4.69392575e-02 -5.27103722e-01  1.40247330e-01
  4.12159771e-01  1.67302951e-01 -3.25290352e-01  8.31754729e-02
 -1.47335395e-01  3.30808669e-01 -1.21237099e-01  4.21661213e-02
 -6.83963895e-02 -1.84960932e-01 -1.06530704e-01  4.53423321e-01
 -3.44866335e-01  1.71332598e-01 -6.66340441e-02  5.87993935e-02
 -7.05956444e-02 -4.10392165e-01  2.14686438e-01  1.33240810e-02
  2.02453911e-01  2.66319275e-01 -3.18060338e-01 -3.16506863e-01
 -9.81418043e-02  4.34442647e-02  2.32563913e-01 -2.30006993e-01
 -3.72787744e-01  6.07451379e-01  2.50237763e-01 -1.72462359e-01
 -3.79502065e-02  1.47422686e-01 -1.42638892e-01  2.64936954e-01
  1.69097096e-01  7.71443471e-02 -3.55975240e-01  1.85931504e-01
  1.68645933e-01  1.76700413e-01  2.39922911e-01  2.22855955e-01
  9.03697237e-02 -3.07004273e-01 -1.06745407e-01  7.67891994e-03
 -1.93574168e-02  1.47048071e-01 -1.92053691e-01  1.59969673e-01
  1.35082841e-01  1.13460094e-01  1.19397007e-01  2.93993592e-01
 -6.63086176e-02 -1.65423349e-01 -2.78215736e-01  4.88754213e-02
  2.73613147e-02  2.29984056e-02 -1.95979580e-01 -2.37332713e-02
 -1.80861741e-01  2.58343369e-01  3.00807655e-01 -4.77399111e-01
  1.73623506e-02  1.15574524e-02  2.44167075e-01  2.91537583e-01
  3.08918536e-01  1.10842615e-01 -1.77213401e-02  2.91403860e-01
 -3.22121173e-01  1.33212402e-01 -5.05248420e-02  2.34117657e-01
 -2.34523252e-01  1.22241363e-01 -1.86452806e-01  2.02270553e-01
  1.67456225e-01  1.44882530e-01 -1.43509537e-01  4.56055813e-02
  5.23137748e-02  2.15742424e-01  8.79293010e-02  1.65832326e-01
 -2.20124722e-02  2.61977494e-01 -9.60312411e-02 -2.62891531e-01
 -2.81044375e-02  2.94726521e-01  2.72675119e-02 -1.83691204e-01
  3.70081335e-01 -1.87080532e-01  6.58040643e-02 -1.34946600e-01
  1.24269508e-01 -2.22312376e-01 -2.72979021e-01  1.12785593e-01
  1.23222895e-01 -2.91208178e-01 -7.30621517e-01  1.68082416e-01
 -1.97144970e-01  1.73638463e-01 -3.46622586e-01 -3.85991424e-01
  6.92223608e-02 -6.69781864e-02 -1.37811482e-01 -1.42688993e-02
  4.01691437e-01 -3.77778649e-01 -1.72416270e-02  4.02945047e-03
  3.28244030e-01 -3.26601751e-02 -2.82106340e-01  3.49032283e-02
 -3.70307490e-02 -1.43571913e-01 -4.35307294e-01  2.53407564e-02
 -1.78405300e-01 -1.61908612e-01 -2.17018053e-01  4.21529382e-01
  1.79697484e-01  2.01128334e-01 -2.29321674e-01  2.35851720e-01
 -4.12113845e-01  3.52334559e-01  7.65437558e-02 -1.24122009e-01
 -2.07240939e-01 -6.50999025e-02  6.48630187e-02 -9.67127178e-03
  6.10601231e-02 -1.64902672e-01 -4.14033085e-02 -3.30715656e-01
  4.85405952e-01 -3.45989883e-01  1.96604103e-01  2.17001736e-02
  2.37870932e-01 -3.20201635e-01 -1.45477906e-01 -1.95159450e-01
  6.54340982e-02 -5.36928236e-01  3.64592135e-01  2.41876736e-01
 -1.33465558e-01 -1.23807285e-02  2.51284614e-02  1.09754428e-01
 -2.42162824e-01  5.86150438e-02 -1.74794093e-01  2.22874731e-02
 -3.48711312e-01 -4.69842553e-02  9.34548005e-02 -3.38093460e-01
 -2.45887369e-01 -5.99758588e-02  4.19557206e-02 -2.44258001e-04
 -2.08608527e-02  2.69030482e-01 -2.36456826e-01  2.27940813e-01
  3.02886814e-01 -3.77550632e-01  2.20620111e-01  7.45518804e-02
 -6.54064566e-02 -7.96849132e-02 -1.48481056e-01 -2.42023587e-01
 -1.07907772e-01  2.01141417e-01 -5.38145714e-02 -2.79520780e-01
  2.01260686e-01 -4.44396436e-01 -3.65225077e-01  1.12136938e-01
  1.24434657e-01  1.42319739e-01  9.12815481e-02  3.65832858e-02
 -5.47567308e-02 -1.31325096e-01  3.02427649e-01  1.90553471e-01
 -3.57587546e-01  2.69701213e-01 -4.94182169e-01  9.33975279e-02
  2.95268089e-01  1.44154727e-01 -2.32507080e-01  2.51115263e-02
 -1.92807704e-01 -1.93305537e-01 -2.47312754e-01  7.60740484e-04
  4.11045462e-01 -1.13401815e-01  2.43051827e-01 -3.15181881e-01
 -1.26686245e-01  2.09323376e-01 -1.74061254e-01 -1.43879518e-01
  1.22760353e-03  2.60618031e-01 -1.30335122e-01 -4.08626199e-02
  1.34762436e-01  6.40493631e-02  5.42311668e-02 -1.03305615e-01
  2.44658783e-01  4.69425082e-01 -9.07731727e-02  4.99118306e-02
  4.08887677e-02  5.36279619e-01 -6.17293874e-04  3.47866714e-01
  7.03377742e-03 -1.13370106e-01 -8.95907283e-02  3.63526285e-01
 -1.11642197e-01  2.11899683e-01  2.27770999e-01  2.20063418e-01
  1.63565010e-01  2.15824783e-01  1.23498969e-01 -2.03778058e-01
  3.91757488e-01  2.65656769e-01 -2.28820756e-01  2.13043168e-01
  2.39935160e-01 -3.58127981e-01  1.16941355e-01 -1.40659958e-01]"
